veh_id,lat,lon,alt,ts
A2317,42.65154199039222,23.35689923674795,591.0,1738073409968
A2317,42.65147557369237,23.35679947274946,592.6,1738073414968
A2317,42.65127547144638,23.356758571962946,592.5,1738073419968
A2317,42.65113087929578,23.357004551261856,592.6,1738073424968
A2317,42.65093096956125,23.35802136091207,598.8,1738073454975
A2317,42.65096020592901,23.358117320467063,598.8,1738073459969
A2317,42.65131786337432,23.35832572122197,598.4,1738073464974
A2317,42.651077483234495,23.35824952632945,598.4,1738073469968
A2317,42.65092389458097,23.358328929146463,598.4,1738073474969
A2317,42.65135124746616,23.35807456413205,598.5,1738073479969
A2317,42.65090032234276,23.35807490987916,598.5,1738073484968
A2317,42.65132174496864,23.358248603565105,598.5,1738073489968
A2317,42.65098622782181,23.358174928971813,598.5,1738073494974
A2317,42.65122005587177,23.35798745461821,598.5,1738073499968
A2317,42.65105173060687,23.358475145943025,598.5,1738073504969
A2317,42.65135899056396,23.358384766426305,598.5,1738073509969
A2317,42.65102521609217,23.35841007613202,598.5,1738073514975
A2317,42.65120539534453,23.358451761022305,598.9,1738073519969
A2317,42.65092539420287,23.35835760884708,598.3,1738073524968
A2317,42.65109191818735,23.358588670495063,594.2,1738073529969
A2317,42.65149223120453,23.358888388629087,595.5,1738073534968
A2317,42.65157435731579,23.359012261646832,594.8,1738073539969
A2317,42.6519134902467,23.359300676888832,592.2,1738073544975
A2317,42.652501774696624,23.359922631574698,590.4,1738073549969
A2317,42.652814249633074,23.35962831024144,589.5,1738073554968
A2317,42.65287754251877,23.35985470914213,590.3,1738073559969
A2317,42.65329034061725,23.360009732174724,588.5,1738073564968
A2317,42.6539929291932,23.359751398880448,593.7,1738073594968
A2317,42.65409697304776,23.35981628588069,594.0,1738073599968
A2317,42.65466994384611,23.359248722048864,596.1,1738073604975
A2317,42.65499028376909,23.35942947759706,598.5,1738073609968
A2317,42.6555163466671,23.35930123536319,598.3,1738073614968
A2317,42.656347249454655,23.35925389798592,596.8,1738073619969
A2317,42.65655200039927,23.3593916004265,595.5,1738073624970
A2317,42.657131032310446,23.35949017492811,592.3,1738073629968
A2317,42.65717172587351,23.359241286904503,595.0,1738073634975
A2317,42.65776353501121,23.359390846780084,594.8,1738073639971
A2317,42.657801773430016,23.358970862315985,592.2,1738073644974
A2317,42.657415617422494,23.359031477926504,589.5,1738073649969
A2317,42.65746582691787,23.35913709330044,589.7,1738073654970
A2317,42.65949478806648,23.358809442981727,591.4,1738073684969
A2317,42.66024613817604,23.358876799555787,588.6,1738073689969
A2317,42.66226559000157,23.35881311546406,584.9,1738073719970
A2317,42.66220035228117,23.358476880041906,584.7,1738073724968
A2317,42.66240083353731,23.358707848592,584.1,1738073729968
A2317,42.66217371449702,23.35869325971573,584.1,1738073734968
A2317,42.66264440127137,23.35868621393299,584.2,1738073739969
A2317,42.66266224191017,23.35830573114753,583.6,1738073744969
A2317,42.66252539898779,23.358236626032063,584.8,1738073749968
A2317,42.66274095599074,23.358221157667018,583.8,1738073754969
A2317,42.66278689595819,23.35841636954432,582.9,1738073759972
A2317,42.66285363458897,23.35812501817543,582.3,1738073764975
A2317,42.66282721582257,23.35846500673745,582.2,1738073769968
A2317,42.66272630141964,23.35827834675968,582.2,1738073774969
A2317,42.66274882070883,23.358449803486124,582.2,1738073779968
A2317,42.66270047403799,23.358284585341817,582.2,1738073784968
A2317,42.662712662533714,23.358283103085345,582.2,1738073789969
A2317,42.662628066982215,23.35852738105772,582.2,1738073794975
A2317,42.66271502958379,23.35842676396232,581.8,1738073799968
A2317,42.663110693502944,23.358247608556745,582.9,1738073804970
A2317,42.66391880840291,23.359417519118097,575.9,1738073834969
A2317,42.66422303137132,23.359800419065685,576.3,1738073839970
A2317,42.66448501633754,23.36020771878361,577.3,1738073844968
A2317,42.664568120470655,23.36028796093251,577.9,1738073849971
A2317,42.664627125154816,23.36063646144684,578.7,1738073854978
A2317,42.66450007560885,23.360549823202607,575.3,1738073859969
A2317,42.66434439384744,23.36075874695548,575.2,1738073864968
A2317,42.664736861810376,23.360515297893027,574.2,1738073869969
A2317,42.66470468525183,23.36097212400777,574.5,1738073874968
A2317,42.66489467266119,23.36135223094176,574.2,1738073879969
A2317,42.66523810164725,23.36193801269163,573.8,1738073884975
A2317,42.66534910435724,23.36225896132701,569.5,1738073889969
A2317,42.665311902076986,23.36208454016904,570.1,1738073894969
A2317,42.66510348655925,23.36205546157092,571.3,1738073899968
A2317,42.66508354962127,23.362175799589515,572.5,1738073904976
A2317,42.66514874763108,23.36228375788716,572.7,1738073909976
A2317,42.66524172837824,23.36224143370336,572.8,1738073914975
A2317,42.66558944245717,23.362845132114657,572.4,1738073944974
A2317,42.66600075879914,23.363350136797155,573.0,1738073949969
A2317,42.66599179826636,23.36401164946902,570.9,1738073954969
A2317,42.66668612102466,23.364203032377883,570.7,1738073959968
A2317,42.667135869619855,23.36492462911517,569.9,1738073989968
A2317,42.66698855144362,23.364963877100703,569.9,1738073994968
A2317,42.66803612011672,23.36716562801726,562.6,1738074024978
A2317,42.67063893090089,23.36609248995388,560.8,1738074119968
A2317,42.67084423223528,23.365237393852283,563.9,1738074124969
A2317,42.67116594467009,23.364723486217283,565.1,1738074129969
A2317,42.67174920014836,23.3645058306433,567.2,1738074134970
A2317,42.67178398834125,23.364140994095653,563.9,1738074139970
A2317,42.67172366413029,23.36431930583767,565.4,1738074144969
A2317,42.671608405854194,23.36391812238368,566.6,1738074149973
A2317,42.67172706636305,23.363981957542265,566.9,1738074154968
A2317,42.67217721409919,23.36376046870935,562.5,1738074184975
A2317,42.67249122243456,23.36343255793088,562.3,1738074189968
A2317,42.67246407374064,23.363085982305627,561.3,1738074194969
A2317,42.67285490671177,23.362682947744503,561.3,1738074199970
A2317,42.673502083621095,23.36217173990001,562.2,1738074204975
A2317,42.67367342535557,23.36133192066583,561.5,1738074209968
A2317,42.674331691234144,23.36049153195767,564.1,1738074214975
A2317,42.67446095254334,23.360277290998685,564.5,1738074219969
A2317,42.67494748155047,23.35944041475523,564.4,1738074224969
A2317,42.67533784907995,23.359339956308595,565.4,1738074229968
A2317,42.6754788259373,23.35893730314942,572.8,1738074259968
A2317,42.67583098429843,23.358410148347502,572.7,1738074264974
A2317,42.67623209425548,23.35812016326775,573.2,1738074269969
A2317,42.67620013591044,23.357792571401003,572.3,1738074274969
A2317,42.67667522398557,23.356944922222844,572.2,1738074279969
A2317,42.67715281214058,23.35643197786471,573.3,1738074284968
A2317,42.6774954482201,23.35589001607249,573.2,1738074289969
A2317,42.678148750474925,23.35497460027949,574.3,1738074294975
A2317,42.67869214006373,23.35419975866312,574.2,1738074299971
A2317,42.679288810052384,23.353748147438463,576.6,1738074304968
A2317,42.679634267379086,23.35259522211546,578.7,1738074309969
A2317,42.68014858889936,23.351975234272487,578.7,1738074314969
A2317,42.68118747593844,23.35138047225501,577.9,1738074319969
A2317,42.68415721070435,23.3465223247361,564.3,1738074349969
A2317,42.68464268859903,23.34585462404224,559.8,1738074354969
A2317,42.68532694547479,23.345186641011196,554.5,1738074359968
A2317,42.68575663348845,23.344315783848828,552.3,1738074364969
A2317,42.68856118249991,23.340403731812003,547.8,1738074394968
A2317,42.68863758708578,23.340146570058568,545.8,1738074399969
A2317,42.68918833173006,23.33963310665603,545.0,1738074404968
A2317,42.6896380895195,23.33898192507737,543.6,1738074409968
A2317,42.68948300442472,23.339037437370937,541.9,1738074414975
A2317,42.689958792166166,23.33864663335046,541.9,1738074444974
A2317,42.69025716811724,23.33835347713661,541.4,1738074449968
A2317,42.690265914878346,23.33836641022849,538.9,1738074454975
A2317,42.68994764613433,23.338637141407386,538.1,1738074459969
A2317,42.690226570206576,23.33812599040798,540.3,1738074464970
A2317,42.69016549211507,23.338378217982516,541.9,1738074469969
A2317,42.69014813557981,23.3381501240293,543.0,1738074474975
A2317,42.69023015954888,23.3377758333837,544.7,1738074479970
A2317,42.6903212126629,23.33775946106899,543.9,1738074484973
A2317,42.69066862046006,23.337216712747967,544.9,1738074489968
A2317,42.6909228241753,23.33701323720687,544.8,1738074494969
A2317,42.69097331601513,23.336776375318973,546.4,1738074499969
A2317,42.69112188945669,23.336855557451063,545.3,1738074504968
A2317,42.69138919224074,23.33647792011695,545.1,1738074509968
A2317,42.69169113916188,23.335924657274685,550.0,1738074514975
A2317,42.6922011850324,23.33586042800721,549.0,1738074519969
A2317,42.69275454263582,23.33494482109809,549.2,1738074549969
A2317,42.69273642740112,23.334612191426597,550.0,1738074554968
A2317,42.6929057246964,23.33452816161442,550.8,1738074559972
A2317,42.69339390670984,23.33453879939654,551.4,1738074564977
A2317,42.69334972113324,23.33427427745634,552.3,1738074569971
A2317,42.69376503521953,23.33461957082423,552.0,1738074574968
A2317,42.69405982790904,23.334572897659843,554.2,1738074579972
A2317,42.69426353471928,23.3348905030947,555.5,1738074584969
A2317,42.69419270668021,23.335117316371985,555.5,1738074589968
A2317,42.69414721626491,23.335020836249388,555.4,1738074594969
A2317,42.69434963323824,23.3351296576153,554.6,1738074599968
A2317,42.69433141358397,23.335301873075636,554.6,1738074604977
A2317,42.694289969414974,23.335114297253263,554.6,1738074634972
A2317,42.6943063927297,23.335189475275143,554.7,1738074639968
A2317,42.69445696265928,23.335096380639275,553.9,1738074644969
A2317,42.69416400396103,23.3354260606269,554.3,1738074649968
A2317,42.694341807780106,23.33547371850013,553.8,1738074654969
A2317,42.69411201412708,23.33515790398815,553.7,1738074659971
A2317,42.69413750237409,23.33541551186691,553.7,1738074664974
A2317,42.69430009716157,23.335437972439617,553.7,1738074669969
A2317,42.69450175702844,23.335236865339287,553.7,1738074674970
A2317,42.69441287796404,23.335109047220357,553.7,1738074729968
A2317,42.69438641113404,23.335206971315653,553.7,1738074734970
A2317,42.69429123687285,23.335495560576646,553.7,1738074739969
A2317,42.69439396322291,23.335337993631093,553.7,1738074744975
A2317,42.69456736273656,23.335358623507183,553.7,1738074749969
A2317,42.69455127493833,23.335539083667,553.7,1738074754975
A2317,42.69437558639663,23.335119962663143,553.7,1738074759968
A2317,42.69434015212777,23.33536130060153,553.7,1738074764969
A2317,42.69444310245489,23.33525717338172,553.7,1738074769969
A2317,42.69426803907599,23.335424017923607,553.7,1738074774968
A2317,42.6944235728476,23.335134108142817,553.6,1738074779971
A2317,42.69423891736752,23.335268764431685,553.6,1738074784974
A2317,42.69457256838388,23.33539191250828,553.7,1738074789969
A2317,42.69411042062352,23.335579855086475,553.6,1738074794969
A2317,42.69415655399895,23.33510544164608,553.6,1738074799969
A2317,42.69448278441287,23.33516630249705,553.6,1738074804968
A2317,42.69451929528456,23.335231598808356,553.6,1738074809968
A2317,42.69438403537936,23.335564536896086,553.7,1738074814968
A2317,42.69449518110659,23.335254346742875,553.8,1738074819969
