alt,lat,lon,sats,signal,speed,ts,veh_id,dev_id,date,task_id,next_task_id,line_id,route_id,driver_id,car_no,course_no,pt,primary_veh_id,prev_stop_id,prev_stop_dev,cur_stop_id,cur_stop_dev,seg_fraction,status,in_depot
559.3,42.683951624532845,23.322254724465832,8,31,0.0,1738075117137,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A1808,0,A0397,0,0.487,on task,False
558.6,42.68396745450589,23.32223523907729,9,31,8.9,1738075122137,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A1808,0,A0397,0,0.491,on task,False
558.6,42.68360779138829,23.322116928644512,9,31,24.1,1738075127137,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A1808,0,A0397,0,0.538,on task,False
564.4,42.68198492899226,23.3204708687884,9,31,20.7,1738075157137,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A0397,0,A2329,0,0.0,on task,False
564.3,42.68217589922719,23.32062668208469,9,31,0.0,1738075162137,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A0397,0,A2329,0,0.0,on task,False
563.3,42.68209672783454,23.320743899953065,9,31,0.0,1738075167138,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A0397,0,A2329,0,0.0,on task,False
563.2,42.68189337735756,23.32082462248397,9,31,0.0,1738075172137,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A0397,0,A2329,0,0.0,on task,False
566.4,42.681316299061834,23.321032767392428,9,31,29.6,1738075202138,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A0397,0,A2329,0,0.217,on task,False
581.7,42.66564030798336,23.342312897593064,9,31,24.8,1738073432137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2366,0,A1342,0,0.869,on task,False
582.7,42.66606971205198,23.34225351666536,9,31,19.8,1738073437137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1342,0,A0465,0,0.0,on task,False
584.6,42.66630009788006,23.342018475535504,9,31,22.4,1738073467137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1342,0,A0465,0,0.07,on task,False
583.8,42.666673229094,23.341899706775106,9,31,29.6,1738073472138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1342,0,A0465,0,0.173,on task,False
583.6,42.666586548962265,23.341244714664864,9,31,36.7,1738073477138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1342,0,A0465,0,0.307,on task,False
584.8,42.66656966691897,23.34026329533489,9,30,42.2,1738073482137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1342,0,A0465,0,0.463,on task,False
590.4,42.66845387657738,23.337903597096737,9,24,37.8,1738073552138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.2,on task,False
592.7,42.66904,23.337748,9,24,31.9,1738073557138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.0,on task,False
592.7,42.669409,23.337782,9,21,28.5,1738073562138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.273,on task,False
596.3,42.669547,23.337794,9,21,22.4,1738073567137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.301,on task,False
598.0,42.670079,23.337842,9,21,27.0,1738073572138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.329,on task,False
596.5,42.670276,23.337851,9,24,33.5,1738073577140,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.366,on task,False
600.9,42.670876,23.33765,9,24,34.1,1738073582139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.404,on task,False
599.3,42.67129,23.33729,9,28,30.0,1738073587138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.439,on task,False
602.0,42.671614,23.336993,9,28,24.3,1738073592137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.469,on task,False
602.9,42.671931,23.336701,9,28,21.7,1738073597139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.495,on task,False
603.5,42.671931,23.336701,9,31,15.6,1738073602137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.514,on task,False
603.0,42.67186599297938,23.33651672509634,9,31,1.9,1738073607140,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.525,on task,False
601.7,42.67174291751563,23.336811942266007,9,31,0.0,1738073612137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.523,on task,False
601.5,42.672047,23.336592,9,31,0.0,1738073617138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.7,42.671931,23.336701,9,31,0.0,1738073622139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.8,42.671781,23.336839,9,31,0.0,1738073627137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,1.0,on task,False
601.8,42.672087,23.336554,9,31,0.0,1738073632137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.0,on task,False
601.8,42.671979,23.336656,9,31,0.0,1738073637138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.8,42.67204406868933,23.336539464261183,8,31,0.0,1738073642137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.8,42.671905,23.336725,8,31,0.0,1738073647137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.9,42.671718,23.336897,9,31,0.0,1738073652137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.8,42.671814,23.336809,9,31,0.0,1738073657137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.8,42.67173734810079,23.336699174640454,9,31,0.0,1738073662137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.8,42.672066,23.336574,9,31,0.0,1738073667137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.522,on task,False
601.4,42.672209,23.336439,9,31,23.9,1738073697140,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.552,on task,False
602.3,42.672522,23.336158,9,31,32.4,1738073702137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.584,on task,False
603.6,42.672769,23.335946,9,30,37.6,1738073707138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.622,on task,False
605.4,42.67322,23.33552,9,30,40.9,1738073712137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.667,on task,False
606.7,42.67349,23.335263,9,30,41.5,1738073717137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.712,on task,False
608.7,42.673951,23.334824,9,30,35.6,1738073722137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.756,on task,False
610.4,42.674398,23.3344,9,31,28.7,1738073727137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,1.0,on task,False
610.4,42.674749,23.334169,9,31,22.2,1738073732137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.0,on task,False
605.8,42.676009,23.334034,9,31,0.0,1738073762138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.949,on task,False
605.4,42.676312,23.333853,9,31,0.0,1738073767137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.949,on task,False
603.7,42.676051312631024,23.33392146887963,9,31,0.0,1738073772137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.948,on task,False
603.5,42.676263,23.333676,9,31,0.0,1738073802137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.948,on task,False
603.5,42.67601612973452,23.33410216148834,9,31,0.0,1738073807137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.948,on task,False
604.6,42.676349,23.333808,9,31,10.7,1738073812137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0465,0,A1574,0,0.953,on task,False
598.1,42.676732,23.333271,9,31,0.0,1738073842137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.001,on task,False
598.1,42.676263,23.333676,9,31,0.0,1738073847137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.001,on task,False
599.7,42.676637,23.333518,9,31,4.4,1738073852137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.004,on task,False
599.8,42.67673,23.333276,9,31,11.9,1738073857138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.014,on task,False
591.2,42.677602,23.330679,9,31,32.8,1738073887137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.236,on task,False
590.4,42.67777,23.33017,9,31,29.1,1738073892139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.276,on task,False
586.8,42.677804,23.330056,9,31,29.6,1738073897138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.316,on task,False
582.9,42.677939,23.329424,9,31,29.8,1738073902137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,1.0,on task,False
579.9,42.677996,23.328975,9,31,21.7,1738073907138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.0,on task,False
578.4,42.678028,23.328602,9,31,10.7,1738073912137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.413,on task,False
578.2,42.678044,23.328341,8,31,16.1,1738073917138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.426,on task,False
576.8,42.67786258973139,23.32831260064819,9,31,24.4,1738073922138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.453,on task,False
577.7,42.678073,23.327878,9,31,19.6,1738073927137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.482,on task,False
576.5,42.678106,23.327344,9,31,5.6,1738073932137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.5,on task,False
577.9,42.67824733827333,23.327504320868307,9,31,0.0,1738073937139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.501,on task,False
576.4,42.678043,23.327156,8,31,0.0,1738073942138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.501,on task,False
575.6,42.678128,23.326861,9,31,11.1,1738073947137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.508,on task,False
575.7,42.67833812974716,23.32720592848739,9,31,22.6,1738073952140,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.533,on task,False
574.5,42.678222,23.32647,9,31,33.3,1738073957138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.572,on task,False
573.3,42.678153,23.326173,9,31,33.2,1738073962137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.614,on task,False
570.3,42.678292,23.322871,8,31,24.1,1738073992138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.867,on task,False
569.4,42.678379,23.322358,9,31,21.9,1738073997137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.899,on task,False
570.5,42.678424,23.32212,9,31,6.7,1738074002137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,1.0,on task,False
572.6,42.678424,23.32212,9,31,0.0,1738074007137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.0,on task,False
570.6,42.67847,23.321778,9,31,0.0,1738074012137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.917,on task,False
568.5,42.678369,23.32241,8,31,0.0,1738074017137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.917,on task,False
568.5,42.678313,23.322697,8,31,0.0,1738074022137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1574,1,A2330,0,0.917,on task,False
566.2,42.681004,23.321352,9,31,34.3,1738074112137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.295,on task,False
564.1,42.681536,23.321242,9,31,32.8,1738074117139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.366,on task,False
562.4,42.681741,23.3212,9,31,31.3,1738074122137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.433,on task,False
561.3,42.682282,23.32107,9,31,29.3,1738074127137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.493,on task,False
561.0,42.682552,23.320984,9,31,18.3,1738074132138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.541,on task,False
561.9,42.68273,23.32093,9,31,3.1,1738074137137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.559,on task,False
563.8,42.682743,23.320926,9,31,0.0,1738074142137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.558,on task,False
562.8,42.682743,23.320926,9,31,0.0,1738074147138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.559,on task,False
562.3,42.682743,23.320926,9,31,0.0,1738074152137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.559,on task,False
562.2,42.682743,23.320926,9,31,0.0,1738074157137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.559,on task,False
562.2,42.682743,23.320926,9,31,0.0,1738074162137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,1.0,on task,False
561.9,42.682366,23.321042,9,31,0.0,1738074192137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.0,on task,False
561.9,42.68274925844156,23.320913673962444,9,31,0.0,1738074197138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.559,on task,False
561.8,42.682366,23.321042,9,31,0.0,1738074202137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.559,on task,False
561.3,42.682743,23.320926,9,31,15.6,1738074207137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.571,on task,False
557.7,42.682743,23.320926,9,31,29.6,1738074212137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.619,on task,False
559.2,42.683082,23.320838,9,31,35.4,1738074217138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.685,on task,False
559.9,42.683767,23.320837,9,31,39.3,1738074222139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.759,on task,False
561.3,42.684277,23.320941,9,31,37.2,1738074227137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.839,on task,False
561.3,42.684523,23.320991,6,31,31.5,1738074232137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A2330,1,A0396,0,0.908,on task,False
561.7,42.684823,23.321052,8,31,22.2,1738074237137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,0,A1806,0,0.0,on task,False
562.4,42.684977,23.321084,6,31,0.0,1738074242138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.0,on task,False
561.7,42.685271,23.321144,7,31,0.0,1738074247137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.0,on task,False
564.1,42.685526,23.321188,10,31,19.3,1738074277137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.184,on task,False
564.2,42.68593,23.321697,10,31,19.6,1738074282138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.245,on task,False
563.2,42.686001,23.322006,10,31,21.9,1738074287137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,1.0,on task,False
568.2,42.686116,23.322165,10,31,27.2,1738074292137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.0,on task,False
567.9,42.686199,23.322535,10,31,23.9,1738074297137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.555,on task,False
566.3,42.686234,23.322686,9,31,21.3,1738074302138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.646,on task,False
564.9,42.686424,23.323463,10,31,23.9,1738074307137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.744,on task,False
564.3,42.686471,23.323651,10,31,22.6,1738074312137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0396,1,A1806,0,0.85,on task,False
564.7,42.686605,23.323702,10,31,17.4,1738074317137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.0,on task,False
564.5,42.686496,23.323753,10,31,1.3,1738074322137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.0,on task,False
561.6,42.686496,23.323753,9,31,0.0,1738074327138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.0,on task,False
561.8,42.686612,23.324223,10,31,0.0,1738074332137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.0,on task,False
564.2,42.686835,23.325133,10,31,24.8,1738074362137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.146,on task,False
565.0,42.686894,23.325373,9,31,28.5,1738074367137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.225,on task,False
563.4,42.687039,23.32596,10,31,30.9,1738074372139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.307,on task,False
562.8,42.68723,23.32673,10,31,35.2,1738074377137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.401,on task,False
561.1,42.687323,23.327107,10,31,35.7,1738074382139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.5,on task,False
560.8,42.687433,23.327561,10,31,34.8,1738074387137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,1.0,on task,False
558.6,42.688242,23.329052,10,31,18.1,1738074417137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.0,on task,False
555.4,42.688372,23.329215,10,31,20.6,1738074422140,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1806,0,A0927,0,0.904,on task,False
555.7,42.688595,23.329493,10,31,18.7,1738074427139,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.0,on task,False
555.6,42.688834,23.329788,10,31,0.0,1738074432137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.0,on task,False
552.6,42.688672,23.329587,10,31,0.0,1738074437138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.0,on task,False
552.3,42.688595,23.329492,10,31,0.0,1738074442137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.0,on task,False
552.4,42.688834,23.329788,10,31,0.0,1738074447141,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.0,on task,False
552.4,42.688666,23.32958,10,31,0.0,1738074452137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.0,on task,False
553.5,42.688834,23.329788,10,31,16.5,1738074457137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.019,on task,False
554.2,42.688858,23.329818,10,31,26.9,1738074462140,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.12,on task,False
556.3,42.68906,23.330066,10,31,29.6,1738074467137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.257,on task,False
556.9,42.689463,23.330561,10,31,30.2,1738074472138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.402,on task,False
557.6,42.689667,23.330811,10,31,28.5,1738074477137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.531,on task,False
559.2,42.690096,23.331338,10,31,30.0,1738074482137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,0.661,on task,False
557.3,42.690319,23.331612,10,31,27.8,1738074487137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A0927,0,A1903,0,1.0,on task,False
556.2,42.690402,23.331714,10,31,21.3,1738074492138,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1903,0,A1700,0,0.0,on task,False
552.7,42.690638,23.332004,10,31,17.8,1738074522137,A2044,0040E11A,2025-01-28,9759846,9761076,A57,A141,13436,4,17,1_1,A2044,A1903,0,A1700,0,0.01,on task,False
555.3,42.692732,23.334332,9,31,0.0,1738074607137,A2044,0040E11A,2025-01-28,9766043,9761076,A57,A140,13436,4,-1,,A2044,A1289,-1,A1700,0,1.0,on break,False
556.2,42.692785,23.334614,10,31,14.1,1738074637137,A2044,0040E11A,2025-01-28,9766043,9761076,A57,A140,13436,4,-1,,A2044,A1289,-1,A1700,0,1.0,on break,False
556.1,42.692712,23.334805,9,31,20.6,1738074642155,A2044,0040E11A,2025-01-28,9766043,9761076,A57,A140,13436,4,-1,,A2044,A1289,-1,A1700,0,1.0,on break,False
553.7,42.692586,23.334952,9,31,25.0,1738074647137,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A1700,0,A1289,0,0.0,on task,False
553.4,42.692366,23.335211,9,31,17.2,1738074652137,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A1700,0,A1289,0,0.0,on task,False
552.2,42.692366,23.335211,9,31,0.0,1738074657140,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A1700,0,A1289,0,0.0,on task,False
549.4,42.692326,23.335258,9,31,0.0,1738074662139,A2044,0040E11A,2025-01-28,9761076,9766043,A57,A140,13436,4,18,1_1,A2044,A1700,0,A1289,0,0.0,on task,False
